"","Soil_moist","Ground_temp","Air_temp","Soil_temp","day","year","Month","Date"
"5524",0.0635,10.296,11.297,8.145,7,2017,6,"06/07/17"
"5525",0.0635,9.386,10.394,8.045,7,2017,6,"06/07/17"
"5526",0.0635,8.866,10.124,7.895,7,2017,6,"06/07/17"
"5527",0.0635,8.693,9.903,7.795,7,2017,6,"06/07/17"
"5528",0.0635,7.066,8.767,7.645,7,2017,6,"06/07/17"
"5529",0.0635,6.255,7.192,7.444,7,2017,6,"06/07/17"
"5530",0.0635,6.636,7.142,7.368,7,2017,6,"06/07/17"
"5531",0.0635,6.839,7.368,7.343,7,2017,6,"06/07/17"
"5532",0.0635,7.494,8.469,7.318,7,2017,6,"06/07/17"
"5533",0.0635,8.02,9.139,7.293,7,2017,6,"06/07/17"
"5534",0.0635,8.494,9.928,7.293,7,2017,6,"06/07/17"
"5535",0.0635,8.99,10.271,7.318,7,2017,6,"06/07/17"
"5536",0.0635,9.336,10.59,7.343,7,2017,6,"06/07/17"
"5537",0.0635,9.632,10.443,7.343,7,2017,6,"06/07/17"
"5538",0.0635,9.558,10.345,7.343,7,2017,6,"06/07/17"
"5539",0.0635,11.977,12.025,7.393,7,2017,6,"06/07/17"
"5540",0.0635,13.112,12.992,7.619,7,2017,6,"06/07/17"
"5541",0.0635,13.882,13.738,7.795,7,2017,6,"06/07/17"
"5542",0.0628,16.487,15.533,8.02,7,2017,6,"06/07/17"
"5543",0.0628,20.984,17.819,8.494,7,2017,6,"06/07/17"
"5544",0.0628,23.376,19.484,8.841,7,2017,6,"06/07/17"
"5545",0.0613,23.112,19.365,9.262,7,2017,6,"06/07/17"
"5546",0.0613,25.841,20.865,9.805,7,2017,6,"06/07/17"
"5547",0.062,27.727,21.963,10.345,7,2017,6,"06/07/17"
"5548",0.0613,21.175,18.509,10.443,7,2017,6,"06/07/17"
"5549",0.0613,25.089,20.865,10.492,7,2017,6,"06/07/17"
"5550",0.0613,24.146,20.269,10.858,7,2017,6,"06/07/17"
"5551",0.0613,19.508,18.081,10.565,7,2017,6,"06/07/17"
"5552",0.0606,18.842,17.867,10.198,7,2017,6,"06/07/17"
"5553",0.0606,21.246,19.103,10.173,7,2017,6,"06/07/17"
"5554",0.0606,22.681,19.318,10.638,7,2017,6,"06/07/17"
"5555",0.0606,21.7,18.129,10.956,7,2017,6,"06/07/17"
"5556",0.0606,22.154,19.532,11.248,7,2017,6,"06/07/17"
"5557",0.0606,21.27,19.46,11.053,7,2017,6,"06/07/17"
"5558",0.0606,19.651,18.2,10.858,7,2017,6,"06/07/17"
"5559",0.0606,18.033,16.844,10.687,7,2017,6,"06/07/17"
"5560",0.0606,16.939,16.058,10.467,7,2017,6,"06/07/17"
"5561",0.0598,18.39,17.391,10.32,7,2017,6,"06/07/17"
"5562",0.0606,17.938,16.249,10.418,7,2017,6,"06/07/17"
"5563",0.0598,17.296,15.986,10.32,7,2017,6,"06/07/17"
"5564",0.0598,16.225,15.055,10.222,7,2017,6,"06/07/17"
"5565",0.0598,14.673,14.505,10.001,7,2017,6,"06/07/17"
"5566",0.0598,14.05,14.337,9.731,7,2017,6,"06/07/17"
"5567",0.0598,13.906,14.29,9.583,7,2017,6,"06/07/17"
"5568",0.0598,13.112,13.642,9.46,7,2017,6,"06/07/17"
"5569",0.0598,12.968,13.858,9.287,8,2017,6,"06/08/17"
"5570",0.0598,13.04,14.026,9.188,8,2017,6,"06/08/17"
"5571",0.0591,12.775,13.81,9.114,8,2017,6,"06/08/17"
"5572",0.0591,12.92,14.002,9.04,8,2017,6,"06/08/17"
"5573",0.0591,12.727,13.906,8.965,8,2017,6,"06/08/17"
"5574",0.0591,12.292,13.594,8.891,8,2017,6,"06/08/17"
"5575",0.0591,11.273,11.832,8.841,8,2017,6,"06/08/17"
"5576",0.0591,11.102,11.856,8.767,8,2017,6,"06/08/17"
"5577",0.0591,10.394,11.394,8.693,8,2017,6,"06/08/17"
"5578",0.0591,9.706,10.614,8.543,8,2017,6,"06/08/17"
"5579",0.0591,9.632,10.1,8.494,8,2017,6,"06/08/17"
"5580",0.0591,9.977,10.565,8.444,8,2017,6,"06/08/17"
"5581",0.0591,10.075,10.712,8.419,8,2017,6,"06/08/17"
"5582",0.0591,10.369,10.907,8.394,8,2017,6,"06/08/17"
"5583",0.0591,10.492,10.883,8.394,8,2017,6,"06/08/17"
"5584",0.0591,9.879,10.443,8.369,8,2017,6,"06/08/17"
"5585",0.0584,10.443,11.053,8.295,8,2017,6,"06/08/17"
"5586",0.0591,11.273,11.759,8.295,8,2017,6,"06/08/17"
"5587",0.0584,14.84,15.867,8.369,8,2017,6,"06/08/17"
"5588",0.0591,16.058,16.773,8.519,8,2017,6,"06/08/17"
"5589",0.0584,15.963,15.867,8.792,8,2017,6,"06/08/17"
"5590",0.0591,16.439,15.557,9.114,8,2017,6,"06/08/17"
"5591",0.0591,19.698,18.01,9.435,8,2017,6,"06/08/17"
"5592",0.0591,18.081,16.844,9.731,8,2017,6,"06/08/17"
"5593",0.0584,19.746,18.438,9.903,8,2017,6,"06/08/17"
"5594",0.0591,23.136,20.007,10.418,8,2017,6,"06/08/17"
"5595",0.0591,20.889,16.439,10.932,8,2017,6,"06/08/17"
"5596",0.0584,24.388,20.77,11.419,8,2017,6,"06/08/17"
"5597",0.0591,28.072,23.521,12.268,8,2017,6,"06/08/17"
"5598",0.0591,27.677,22.968,12.896,8,2017,6,"06/08/17"
"5599",0.0584,22.13,18.533,12.944,8,2017,6,"06/08/17"
"5600",0.0584,22.896,20.246,12.582,8,2017,6,"06/08/17"
"5601",0.0584,23.352,21.151,12.461,8,2017,6,"06/08/17"
"5602",0.0584,24.002,22.513,12.389,8,2017,6,"06/08/17"
"5603",0.0577,22.872,22.345,12.243,8,2017,6,"06/08/17"
"5604",0.0577,22.345,21.628,11.88,8,2017,6,"06/08/17"
"5605",0.0577,22.465,21.795,11.686,8,2017,6,"06/08/17"
"5606",0.0577,23.328,21.032,11.759,8,2017,6,"06/08/17"
"5607",0.0577,21.342,20.031,11.662,8,2017,6,"06/08/17"
"5608",0.0577,24.315,21.795,11.637,8,2017,6,"06/08/17"
"5609",0.0569,24.219,21.342,11.807,8,2017,6,"06/08/17"
"5610",0.0569,19.199,17.082,11.734,8,2017,6,"06/08/17"
"5611",0.0569,19.318,18.937,11.54,8,2017,6,"06/08/17"
"5612",0.0569,19.651,19.365,11.394,8,2017,6,"06/08/17"
"5613",0.0569,18.985,19.294,11.224,8,2017,6,"06/08/17"
"5614",0.0569,19.603,20.317,11.102,8,2017,6,"06/08/17"
"5615",0.0562,18.081,18.699,10.98,8,2017,6,"06/08/17"
"5616",0.0562,16.439,17.296,10.81,8,2017,6,"06/08/17"
"5617",0.0569,16.129,17.344,10.663,9,2017,6,"06/09/17"
"5618",0.0562,16.32,17.938,10.492,9,2017,6,"06/09/17"
"5619",0.0562,15.223,16.892,10.394,9,2017,6,"06/09/17"
"5620",0.0562,13.786,15.39,10.222,9,2017,6,"06/09/17"
"5621",0.0562,12.678,14.242,10.051,9,2017,6,"06/09/17"
"5622",0.0562,11.151,12.823,9.879,9,2017,6,"06/09/17"
"5623",0.0562,8.494,8.941,9.632,9,2017,6,"06/09/17"
"5624",0.0562,9.238,10.1,9.435,9,2017,6,"06/09/17"
"5625",0.0562,8.717,9.534,9.361,9,2017,6,"06/09/17"
"5626",0.0562,6.889,7.041,9.163,9,2017,6,"06/09/17"
"5627",0.0562,6.204,7.116,8.941,9,2017,6,"06/09/17"
"5628",0.0562,5.872,6.306,8.792,9,2017,6,"06/09/17"
"5629",0.0562,5.282,5.36,8.643,9,2017,6,"06/09/17"
"5630",0.0562,5.488,5.924,8.543,9,2017,6,"06/09/17"
"5631",0.0562,5.77,6,8.469,9,2017,6,"06/09/17"
"5632",0.0562,6.813,7.116,8.419,9,2017,6,"06/09/17"
"5633",0.0562,7.67,8.593,8.394,9,2017,6,"06/09/17"
"5634",0.0562,8.543,9.386,8.444,9,2017,6,"06/09/17"
"5635",0.0569,10.492,11.248,8.568,9,2017,6,"06/09/17"
"5636",0.0569,10.858,11.053,8.593,9,2017,6,"06/09/17"
"5637",0.0569,11.419,12.63,8.767,9,2017,6,"06/09/17"
"5638",0.0569,21.485,18.866,9.485,9,2017,6,"06/09/17"
"5639",0.0569,24.436,20.746,10.149,9,2017,6,"06/09/17"
"5640",0.0569,24.653,21.795,10.712,9,2017,6,"06/09/17"
"5641",0.0569,22.082,17.938,11.078,9,2017,6,"06/09/17"
"5642",0.0555,23.256,19.484,11.467,9,2017,6,"06/09/17"
"5643",0.0562,25.331,21.819,11.953,9,2017,6,"06/09/17"
"5644",0.0562,28.444,24.653,12.63,9,2017,6,"06/09/17"
"5645",0.0555,27.604,24.146,13.185,9,2017,6,"06/09/17"
"5646",0.0555,29.439,25.768,13.618,9,2017,6,"06/09/17"
"5647",0.0555,29.215,25.55,14.026,9,2017,6,"06/09/17"
"5648",0.0555,29.24,25.866,14.457,9,2017,6,"06/09/17"
"5649",0.0555,28.295,23.857,14.84,9,2017,6,"06/09/17"
"5650",0.0548,25.04,21.461,14.912,9,2017,6,"06/09/17"
"5651",0.0548,26.72,25.671,14.098,9,2017,6,"06/09/17"
"5652",0.0548,26.646,26.451,13.762,9,2017,6,"06/09/17"
"5653",0.0548,26.646,26.109,13.473,9,2017,6,"06/09/17"
"5654",0.054,28.295,26.329,13.522,9,2017,6,"06/09/17"
"5655",0.054,28.593,24.774,13.546,9,2017,6,"06/09/17"
"5656",0.054,32.227,26.622,13.834,9,2017,6,"06/09/17"
"5657",0.054,31.484,25.841,14.026,9,2017,6,"06/09/17"
"5658",0.054,29.515,24.823,14.026,9,2017,6,"06/09/17"
"5659",0.054,26.036,23.04,13.786,9,2017,6,"06/09/17"
"5660",0.0533,24.46,21.509,13.401,9,2017,6,"06/09/17"
"5661",0.0533,23.641,21.939,13.112,9,2017,6,"06/09/17"
"5662",0.0533,21.987,21.008,12.847,9,2017,6,"06/09/17"
"5663",0.0533,18.961,18.842,12.558,9,2017,6,"06/09/17"
"5664",0.0533,17.13,17.867,12.268,9,2017,6,"06/09/17"
"5665",0.0533,16.82,18.01,12.025,10,2017,6,"06/10/17"
"5666",0.0526,17.034,18.533,11.832,10,2017,6,"06/10/17"
"5667",0.0533,15.438,16.463,11.662,10,2017,6,"06/10/17"
"5668",0.0526,14.457,15.557,11.492,10,2017,6,"06/10/17"
"5669",0.0526,13.57,14.721,11.321,10,2017,6,"06/10/17"
"5670",0.0526,12.823,13.882,11.151,10,2017,6,"06/10/17"
"5671",0.0526,12.025,13.161,10.98,10,2017,6,"06/10/17"
"5672",0.0533,11.346,12.34,10.834,10,2017,6,"06/10/17"
"5673",0.0526,10.467,11.759,10.638,10,2017,6,"06/10/17"
"5674",0.0526,8.668,10.051,10.418,10,2017,6,"06/10/17"
"5675",0.0526,8.295,9.238,10.198,10,2017,6,"06/10/17"
"5676",0.0526,8.145,9.04,10.051,10,2017,6,"06/10/17"
"5677",0.0526,7.92,8.693,9.928,10,2017,6,"06/10/17"
"5678",0.0533,7.569,8.245,9.805,10,2017,6,"06/10/17"
"5679",0.0533,7.82,8.444,9.706,10,2017,6,"06/10/17"
"5680",0.0526,8.319,8.99,9.632,10,2017,6,"06/10/17"
"5681",0.0526,8.916,9.583,9.608,10,2017,6,"06/10/17"
"5682",0.0533,9.657,10.247,9.608,10,2017,6,"06/10/17"
"5683",0.054,11.662,11.977,9.657,10,2017,6,"06/10/17"
"5684",0.0533,11.54,11.589,9.632,10,2017,6,"06/10/17"
"5685",0.0533,11.54,12.219,9.805,10,2017,6,"06/10/17"
"5686",0.0533,18.247,15.294,10.271,10,2017,6,"06/10/17"
"5687",0.0533,19.341,16.034,10.565,10,2017,6,"06/10/17"
"5688",0.0533,20.531,17.368,10.858,10,2017,6,"06/10/17"
"5689",0.0533,20.603,17.296,11.029,10,2017,6,"06/10/17"
"5690",0.0533,21.676,18.152,11.273,10,2017,6,"06/10/17"
"5691",0.0533,21.963,18.271,11.565,10,2017,6,"06/10/17"
"5692",0.0519,22.753,18.961,11.832,10,2017,6,"06/10/17"
"5693",0.0519,22.8,19.151,12.098,10,2017,6,"06/10/17"
"5694",0.0519,23.545,19.936,12.34,10,2017,6,"06/10/17"
"5695",0.0519,23.328,20.007,12.606,10,2017,6,"06/10/17"
"5696",0.0511,23.809,20.388,12.871,10,2017,6,"06/10/17"
"5697",0.0511,22.609,19.508,12.968,10,2017,6,"06/10/17"
"5698",0.0511,23.16,19.532,13.064,10,2017,6,"06/10/17"
"5699",0.0511,23.954,20.198,13.209,10,2017,6,"06/10/17"
"5700",0.0504,23.905,20.055,13.233,10,2017,6,"06/10/17"
"5701",0.0504,24.363,20.15,13.257,10,2017,6,"06/10/17"
"5702",0.0504,25.307,20.65,13.281,10,2017,6,"06/10/17"
"5703",0.0504,25.453,21.032,13.305,10,2017,6,"06/10/17"
"5704",0.0497,25.866,21.628,13.353,10,2017,6,"06/10/17"
"5705",0.0497,26.256,22.417,13.425,10,2017,6,"06/10/17"
"5706",0.0497,24.363,20.746,13.329,10,2017,6,"06/10/17"
"5707",0.0497,21.676,19.008,13.088,10,2017,6,"06/10/17"
"5708",0.0497,20.889,18.889,12.871,10,2017,6,"06/10/17"
"5709",0.049,19.936,18.889,12.654,10,2017,6,"06/10/17"
"5710",0.049,17.915,17.344,12.389,10,2017,6,"06/10/17"
"5711",0.049,16.272,16.177,12.171,10,2017,6,"06/10/17"
"5712",0.049,14.361,14.888,11.929,10,2017,6,"06/10/17"
"5713",0.049,11.88,12.558,11.613,11,2017,6,"06/11/17"
"5714",0.049,10.32,11.175,11.321,11,2017,6,"06/11/17"
"5715",0.0497,9.509,10.369,11.078,11,2017,6,"06/11/17"
"5716",0.049,8.369,9.361,10.858,11,2017,6,"06/11/17"
"5717",0.049,7.97,8.99,10.638,11,2017,6,"06/11/17"
"5718",0.0497,6.585,7.619,10.443,11,2017,6,"06/11/17"
"5719",0.0504,5.745,7.116,10.222,11,2017,6,"06/11/17"
"5720",0.0504,6.585,8.07,10.075,11,2017,6,"06/11/17"
"5721",0.0504,6.712,7.92,10.026,11,2017,6,"06/11/17"
"5722",0.0504,6.484,7.368,9.952,11,2017,6,"06/11/17"
"5723",0.0504,6.23,7.318,9.829,11,2017,6,"06/11/17"
"5724",0.0504,4.194,4.74,9.657,11,2017,6,"06/11/17"
"5725",0.0497,3.248,3.354,9.435,11,2017,6,"06/11/17"
"5726",0.0497,4.246,4.792,9.312,11,2017,6,"06/11/17"
"5727",0.0497,5.796,5.591,9.287,11,2017,6,"06/11/17"
"5728",0.0497,7.645,7.116,9.435,11,2017,6,"06/11/17"
"5729",0.0497,8.519,8.394,9.558,11,2017,6,"06/11/17"
"5730",0.0497,9.114,8.841,9.632,11,2017,6,"06/11/17"
"5731",0.0497,9.657,9.089,9.706,11,2017,6,"06/11/17"
"5732",0.0497,10.712,9.632,9.829,11,2017,6,"06/11/17"
"5733",0.049,11.102,10.198,9.928,11,2017,6,"06/11/17"
"5734",0.0497,12.509,11.175,10.051,11,2017,6,"06/11/17"
"5735",0.0497,12.751,11.589,10.149,11,2017,6,"06/11/17"
"5736",0.049,12.268,10.687,10.32,11,2017,6,"06/11/17"
"5737",0.049,10.1,8.941,10.394,11,2017,6,"06/11/17"
"5738",0.049,9.608,8.841,10.296,11,2017,6,"06/11/17"
"5739",0.049,10.541,9.558,10.271,11,2017,6,"06/11/17"
"5740",0.049,11.248,10.369,10.369,11,2017,6,"06/11/17"
"5741",0.049,10.443,9.139,10.369,11,2017,6,"06/11/17"
"5742",0.049,10.418,8.742,10.296,11,2017,6,"06/11/17"
"5743",0.049,11.248,10.026,10.271,11,2017,6,"06/11/17"
"5744",0.049,11.516,10.687,10.247,11,2017,6,"06/11/17"
"5745",0.049,12.968,12.025,10.296,11,2017,6,"06/11/17"
"5746",0.049,13.281,11.783,10.345,11,2017,6,"06/11/17"
"5747",0.049,13.666,11.589,10.565,11,2017,6,"06/11/17"
"5748",0.049,13.137,11.005,10.687,11,2017,6,"06/11/17"
"5749",0.049,12.025,10.345,10.614,11,2017,6,"06/11/17"
"5750",0.049,14.601,13.064,10.614,11,2017,6,"06/11/17"
"5751",0.049,17.962,16.415,10.883,11,2017,6,"06/11/17"
"5752",0.049,16.701,15.461,11.127,11,2017,6,"06/11/17"
"5753",0.049,14.864,13.522,11.005,11,2017,6,"06/11/17"
"5754",0.049,12.678,10.883,10.834,11,2017,6,"06/11/17"
"5755",0.049,11.953,10.541,10.736,11,2017,6,"06/11/17"
"5756",0.049,11.419,10.394,10.59,11,2017,6,"06/11/17"
"5757",0.049,11.224,10.369,10.443,11,2017,6,"06/11/17"
"5758",0.049,11.516,11.54,10.271,11,2017,6,"06/11/17"
"5759",0.0482,11.029,11.151,10.075,11,2017,6,"06/11/17"
"5760",0.049,10.345,10.59,9.829,11,2017,6,"06/11/17"
"5761",0.049,9.706,10.075,9.632,12,2017,6,"06/12/17"
"5762",0.049,9.188,9.558,9.485,12,2017,6,"06/12/17"
"5763",0.049,8.419,8.767,9.361,12,2017,6,"06/12/17"
"5764",0.049,7.041,6.99,9.312,12,2017,6,"06/12/17"
"5765",0.049,5.821,6.179,9.238,12,2017,6,"06/12/17"
"5766",0.049,5.821,6.737,9.089,12,2017,6,"06/12/17"
"5767",0.049,6.382,7.469,9.04,12,2017,6,"06/12/17"
"5768",0.0482,6.357,7.192,9.015,12,2017,6,"06/12/17"
"5769",0.049,6.128,6.535,8.916,12,2017,6,"06/12/17"
"5770",0.049,5.847,6,8.841,12,2017,6,"06/12/17"
"5771",0.049,5.796,5.949,8.767,12,2017,6,"06/12/17"
"5772",0.0482,5.872,6.051,8.717,12,2017,6,"06/12/17"
"5773",0.0482,6.077,6.382,8.693,12,2017,6,"06/12/17"
"5774",0.0482,5.975,6.102,8.668,12,2017,6,"06/12/17"
"5775",0.0482,5.514,5.385,8.643,12,2017,6,"06/12/17"
"5776",0.0482,5.128,4.947,8.618,12,2017,6,"06/12/17"
"5777",0.0482,4.973,4.844,8.593,12,2017,6,"06/12/17"
"5778",0.0482,5.282,4.999,8.568,12,2017,6,"06/12/17"
"5779",0.0482,5.821,5.437,8.593,12,2017,6,"06/12/17"
"5780",0.0482,6.458,5.437,8.618,12,2017,6,"06/12/17"
"5781",0.0482,7.015,5.821,8.693,12,2017,6,"06/12/17"
"5782",0.0482,7.192,5.949,8.817,12,2017,6,"06/12/17"
"5783",0.0482,8.245,6.763,8.891,12,2017,6,"06/12/17"
"5784",0.0482,8.12,6.763,9.064,12,2017,6,"06/12/17"
"5785",0.0482,8.965,7.619,9.114,12,2017,6,"06/12/17"
"5786",0.0482,10.173,8.494,9.238,12,2017,6,"06/12/17"
"5787",0.0482,11.151,9.163,9.435,12,2017,6,"06/12/17"
"5788",0.0482,12.509,9.879,9.706,12,2017,6,"06/12/17"
"5789",0.0482,12.678,10.271,9.829,12,2017,6,"06/12/17"
"5790",0.0482,13.233,10.59,9.829,12,2017,6,"06/12/17"
"5791",0.049,13.016,10.565,9.854,12,2017,6,"06/12/17"
"5792",0.049,14.457,11.565,9.903,12,2017,6,"06/12/17"
"5793",0.049,13.449,10.858,10.075,12,2017,6,"06/12/17"
"5794",0.049,12.074,10.198,9.977,12,2017,6,"06/12/17"
"5795",0.049,11.686,10.075,9.879,12,2017,6,"06/12/17"
"5796",0.049,11.54,9.879,9.854,12,2017,6,"06/12/17"
"5797",0.049,12.34,10.418,9.952,12,2017,6,"06/12/17"
"5798",0.049,13.016,11.053,10.075,12,2017,6,"06/12/17"
"5799",0.049,13.016,11.053,10.124,12,2017,6,"06/12/17"
"5800",0.049,12.243,10.883,10.051,12,2017,6,"06/12/17"
"5801",0.049,11.832,10.761,9.928,12,2017,6,"06/12/17"
"5802",0.049,11.88,10.712,9.854,12,2017,6,"06/12/17"
"5803",0.049,11.443,10.075,9.78,12,2017,6,"06/12/17"
"5804",0.049,9.731,8.717,9.756,12,2017,6,"06/12/17"
"5805",0.049,8.444,7.318,9.632,12,2017,6,"06/12/17"
"5806",0.049,8.344,7.091,9.509,12,2017,6,"06/12/17"
"5807",0.049,7.494,6.382,9.41,12,2017,6,"06/12/17"
"5808",0.0482,6.661,5.821,9.238,12,2017,6,"06/12/17"
"5809",0.0497,12.001,12.823,12.703,1,2017,7,"07/01/17"
"5810",0.0497,11.492,12.534,12.485,1,2017,7,"07/01/17"
"5811",0.0497,10.075,11.37,12.243,1,2017,7,"07/01/17"
"5812",0.0497,8.817,9.903,12.001,1,2017,7,"07/01/17"
"5813",0.0497,7.519,8.543,11.759,1,2017,7,"07/01/17"
"5814",0.0497,7.519,8.792,11.589,1,2017,7,"07/01/17"
"5815",0.0504,7.519,8.717,11.467,1,2017,7,"07/01/17"
"5816",0.0504,7.318,8.295,11.394,1,2017,7,"07/01/17"
"5817",0.0504,8.02,9.435,11.321,1,2017,7,"07/01/17"
"5818",0.0497,6.535,6.99,11.175,1,2017,7,"07/01/17"
"5819",0.0497,5.745,5.642,11.029,1,2017,7,"07/01/17"
"5820",0.0497,5.872,5.385,10.883,1,2017,7,"07/01/17"
"5821",0.0497,6.484,6.458,10.834,1,2017,7,"07/01/17"
"5822",0.0497,6.94,6.687,10.81,1,2017,7,"07/01/17"
"5823",0.0497,7.895,7.494,10.81,1,2017,7,"07/01/17"
"5824",0.0497,8.817,8.643,10.883,1,2017,7,"07/01/17"
"5825",0.0497,10.149,10.001,10.98,1,2017,7,"07/01/17"
"5826",0.049,11.2,10.712,11.102,1,2017,7,"07/01/17"
"5827",0.049,12.195,11.516,11.248,1,2017,7,"07/01/17"
"5828",0.049,13.642,12.558,11.419,1,2017,7,"07/01/17"
"5829",0.049,14.481,13.137,11.589,1,2017,7,"07/01/17"
"5830",0.049,15.342,13.377,11.929,1,2017,7,"07/01/17"
"5831",0.049,15.318,13.257,12.098,1,2017,7,"07/01/17"
"5832",0.049,17.415,14.864,12.268,1,2017,7,"07/01/17"
"5833",0.049,17.962,15.199,12.558,1,2017,7,"07/01/17"
"5834",0.049,18.152,15.652,12.727,1,2017,7,"07/01/17"
"5835",0.049,21.246,17.891,12.896,1,2017,7,"07/01/17"
"5836",0.0482,19.246,15.867,13.257,1,2017,7,"07/01/17"
"5837",0.0482,18.2,15.366,13.161,1,2017,7,"07/01/17"
"5838",0.0482,17.249,14.84,13.137,1,2017,7,"07/01/17"
"5839",0.0482,17.011,14.745,13.137,1,2017,7,"07/01/17"
"5840",0.0482,15.748,14.074,13.016,1,2017,7,"07/01/17"
"5841",0.0475,14.745,13.858,12.896,1,2017,7,"07/01/17"
"5842",0.0475,12.582,12.364,12.678,1,2017,7,"07/01/17"
"5843",0.0475,12.534,11.783,12.606,1,2017,7,"07/01/17"
"5844",0.0475,12.582,11.467,12.654,1,2017,7,"07/01/17"
"5845",0.0475,12.63,11.419,12.63,1,2017,7,"07/01/17"
"5846",0.0475,12.485,11.297,12.63,1,2017,7,"07/01/17"
"5847",0.0475,14.529,12.582,12.727,1,2017,7,"07/01/17"
"5848",0.0482,16.177,13.281,13.064,1,2017,7,"07/01/17"
"5849",0.0482,14.745,12.847,13.064,1,2017,7,"07/01/17"
"5850",0.0482,14.721,13.064,12.823,1,2017,7,"07/01/17"
"5851",0.0482,18.319,14.266,12.703,1,2017,7,"07/01/17"
"5852",0.0482,17.344,14.002,12.654,1,2017,7,"07/01/17"
"5853",0.0482,16.129,13.57,12.558,1,2017,7,"07/01/17"
"5854",0.0482,14.601,13.353,12.389,1,2017,7,"07/01/17"
"5855",0.0482,13.81,13.522,12.219,1,2017,7,"07/01/17"
"5856",0.0482,12.654,13.185,12.074,1,2017,7,"07/01/17"
"5857",0.0482,11.273,12.509,11.904,2,2017,7,"07/02/17"
"5858",0.0482,9.287,10.565,11.662,2,2017,7,"07/02/17"
"5859",0.0482,8.319,9.558,11.419,2,2017,7,"07/02/17"
"5860",0.0482,8.17,9.706,11.248,2,2017,7,"07/02/17"
"5861",0.0482,7.368,9.089,11.102,2,2017,7,"07/02/17"
"5862",0.0482,6.204,7.419,10.932,2,2017,7,"07/02/17"
"5863",0.0482,4.947,5.898,10.712,2,2017,7,"07/02/17"
"5864",0.0482,5.334,6.611,10.59,2,2017,7,"07/02/17"
"5865",0.0482,5.334,6.179,10.516,2,2017,7,"07/02/17"
"5866",0.0482,3.827,4.532,10.369,2,2017,7,"07/02/17"
"5867",0.0482,2.664,3.089,10.198,2,2017,7,"07/02/17"
"5868",0.0482,2.047,2.316,10.026,2,2017,7,"07/02/17"
"5869",0.0482,1.724,1.967,9.903,2,2017,7,"07/02/17"
"5870",0.0482,2.209,2.956,9.805,2,2017,7,"07/02/17"
"5871",0.0475,2.584,2.877,9.731,2,2017,7,"07/02/17"
"5872",0.0475,4.376,5.154,9.682,2,2017,7,"07/02/17"
"5873",0.0475,5.616,6,9.706,2,2017,7,"07/02/17"
"5874",0.0482,6.737,6.484,9.805,2,2017,7,"07/02/17"
"5875",0.0482,7.569,7.217,9.903,2,2017,7,"07/02/17"
"5876",0.0475,10.418,10.001,10.075,2,2017,7,"07/02/17"
"5877",0.0475,11.832,10.858,10.418,2,2017,7,"07/02/17"
"5878",0.0475,12.799,11.37,10.712,2,2017,7,"07/02/17"
"5879",0.0475,13.305,11.783,10.883,2,2017,7,"07/02/17"
"5880",0.0475,14.218,12.485,11.053,2,2017,7,"07/02/17"
"5881",0.0475,16.796,14.026,11.419,2,2017,7,"07/02/17"
"5882",0.0475,16.915,14.146,11.613,2,2017,7,"07/02/17"
"5883",0.0475,17.915,15.175,11.783,2,2017,7,"07/02/17"
"5884",0.0482,22.776,17.724,12.292,2,2017,7,"07/02/17"
"5885",0.0482,19.555,15.963,12.606,2,2017,7,"07/02/17"
"5886",0.0475,21.056,17.344,12.751,2,2017,7,"07/02/17"
"5887",0.0482,22.034,17.962,13.233,2,2017,7,"07/02/17"
"5888",0.0475,23.328,19.199,13.834,2,2017,7,"07/02/17"
"5889",0.0475,21.772,17.962,14.29,2,2017,7,"07/02/17"
"5890",0.0475,21.748,18.01,14.194,2,2017,7,"07/02/17"
"5891",0.0475,25.453,19.389,14.745,2,2017,7,"07/02/17"
"5892",0.0475,26.573,20.031,15.151,2,2017,7,"07/02/17"
"5893",0.0468,26.744,19.936,15.342,2,2017,7,"07/02/17"
"5894",0.0468,24.122,18.723,15.223,2,2017,7,"07/02/17"
"5895",0.046,22.417,18.176,14.721,2,2017,7,"07/02/17"
"5896",0.046,22.513,17.819,14.505,2,2017,7,"07/02/17"
"5897",0.046,22.034,17.486,14.385,2,2017,7,"07/02/17"
"5898",0.0453,19.912,16.534,14.146,2,2017,7,"07/02/17"
"5899",0.0453,18.961,16.153,13.954,2,2017,7,"07/02/17"
"5900",0.0453,16.82,15.533,13.786,2,2017,7,"07/02/17"
"5901",0.0453,15.008,14.337,13.497,2,2017,7,"07/02/17"
"5902",0.0453,14.457,14.433,13.209,2,2017,7,"07/02/17"
"5903",0.0453,13.738,13.329,12.968,2,2017,7,"07/02/17"
"5904",0.0453,12.268,11.662,12.799,2,2017,7,"07/02/17"
"5905",0.0453,11.686,11.248,12.485,3,2017,7,"07/03/17"
"5906",0.0453,11.807,11.589,12.34,3,2017,7,"07/03/17"
"5907",0.0453,11.053,10.761,12.195,3,2017,7,"07/03/17"
"5908",0.0453,9.682,8.916,12.122,3,2017,7,"07/03/17"
"5909",0.0453,9.089,8.717,12.025,3,2017,7,"07/03/17"
"5910",0.0453,8.767,8.295,11.929,3,2017,7,"07/03/17"
"5911",0.0453,8.593,9.41,11.88,3,2017,7,"07/03/17"
"5912",0.0453,8.891,9.534,11.807,3,2017,7,"07/03/17"
"5913",0.0453,9.139,9.682,11.686,3,2017,7,"07/03/17"
