"Plot Title: Common_Garden_Hobo_21419292"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21419292, SEN S/N: 21274749, LBL: Soil 10cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414490, LBL: Soil 2cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414494, LBL: Air 1m)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)","RH, % (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)"
1407,09/18/22 07:00:01 PM,9.706,12.461,12.654,13.290,49.331
1408,09/18/22 07:30:01 PM,9.731,11.078,10.222,10.352,58.186
1409,09/18/22 08:00:01 PM,9.706,9.903,8.965,9.108,58.849
1410,09/18/22 08:30:01 PM,9.583,8.965,9.114,9.086,55.616
1411,09/18/22 09:00:01 PM,9.435,8.170,5.924,6.169,64.334
1412,09/18/22 09:30:01 PM,9.262,7.594,7.268,7.392,60.491
1413,09/18/22 10:00:01 PM,9.064,7.066,4.037,4.260,68.447
1414,09/18/22 10:30:01 PM,8.841,6.408,3.406,3.488,71.882
1415,09/18/22 11:00:01 PM,8.643,5.898,1.615,1.815,75.654
1416,09/18/22 11:30:01 PM,8.419,5.411,1.289,1.408,77.829
1417,09/19/22 12:00:01 AM,8.195,5.076,1.344,1.515,78.718
1418,09/19/22 12:30:01 AM,7.970,4.818,2.343,2.330,79.921
1419,09/19/22 01:00:01 AM,7.745,4.688,1.994,2.180,75.642
1420,09/19/22 01:30:01 AM,7.544,4.506,0.439,0.571,81.999
1421,09/19/22 02:00:01 AM,7.368,4.194,-0.088,0.121,82.884
1422,09/19/22 02:30:01 AM,7.192,3.801,-0.591,-0.501,87.842
1423,09/19/22 03:00:01 AM,7.015,3.512,-0.563,-0.372,86.577
1424,09/19/22 03:30:01 AM,6.839,3.301,-0.648,-0.565,88.257
1425,09/19/22 04:00:01 AM,6.661,3.089,0.218,0.357,88.006
1426,09/19/22 04:30:01 AM,6.484,2.930,-0.986,-0.844,90.188
1427,09/19/22 05:00:01 AM,6.331,2.690,-2.015,-1.874,91.855
1428,09/19/22 05:30:01 AM,6.179,2.503,-1.556,-1.359,91.141
1429,09/19/22 06:00:01 AM,6.026,2.370,-0.676,-0.587,91.192
1430,09/19/22 06:30:01 AM,5.847,2.262,-1.556,-1.359,91.211
1431,09/19/22 07:00:01 AM,5.719,2.074,-1.900,-1.767,93.228
1432,09/19/22 07:30:01 AM,5.565,2.021,-1.527,-1.338,93.390
1433,09/19/22 08:00:01 AM,5.437,2.021,-0.930,-0.801,95.608
1434,09/19/22 08:30:01 AM,5.308,2.101,0.190,0.292,89.689
1435,09/19/22 09:00:01 AM,5.179,2.503,1.805,1.880,84.500
1436,09/19/22 09:30:01 AM,5.102,2.850,3.854,3.831,77.766
1437,09/19/22 10:00:01 AM,5.024,3.512,4.402,4.539,74.691
1438,09/19/22 10:30:01 AM,4.973,4.089,4.532,4.625,77.192
1439,09/19/22 11:00:01 AM,4.999,4.973,7.015,7.156,65.586
1440,09/19/22 11:30:01 AM,5.024,5.565,7.116,7.306,64.318
1441,09/19/22 12:00:01 PM,5.102,5.872,7.945,8.100,59.399
1442,09/19/22 12:30:01 PM,5.231,6.763,10.467,10.373,53.556
1443,09/19/22 01:00:01 PM,5.360,9.312,12.292,12.775,43.746
1444,09/19/22 01:30:01 PM,5.539,8.344,11.005,11.424,46.224
1445,09/19/22 02:00:01 PM,5.770,11.759,12.847,14.963,40.671
1446,09/19/22 02:30:01 PM,6.026,13.064,12.268,14.341,40.510
1447,09/19/22 03:00:01 PM,6.382,13.185,12.751,14.319,41.855
1448,09/19/22 03:30:01 PM,6.763,13.161,12.968,14.427,41.564
1449,09/19/22 04:00:01 PM,7.116,13.738,14.505,15.928,37.217
1450,09/19/22 04:30:01 PM,7.469,12.147,12.243,12.882,50.376
1451,09/19/22 05:00:01 PM,7.745,11.832,13.185,13.890,50.880
1452,09/19/22 05:30:01 PM,7.945,11.686,13.882,14.427,45.280
1453,09/19/22 06:00:01 PM,8.120,11.710,17.962,17.901,32.892
1454,09/19/22 06:30:01 PM,8.245,12.727,17.011,18.051,37.388
1455,09/19/22 07:00:01 PM,8.394,12.340,15.294,15.756,45.389
1456,09/19/22 07:30:01 PM,8.543,11.005,12.871,12.904,51.015
1457,09/19/22 08:00:01 PM,8.618,9.903,11.248,11.424,55.187
1458,09/19/22 08:30:01 PM,8.618,9.163,10.712,10.888,58.167
1459,09/19/22 09:00:01 PM,8.568,8.693,10.124,10.309,59.223
1460,09/19/22 09:30:01 PM,8.494,8.369,10.247,10.416,60.606
1461,09/19/22 10:00:01 PM,8.394,8.120,9.287,9.451,62.123
1462,09/19/22 10:30:01 PM,8.295,7.870,10.443,10.587,59.536
1463,09/19/22 11:00:01 PM,8.195,7.795,10.026,10.223,60.739
1464,09/19/22 11:30:01 PM,8.095,7.519,8.419,8.571,67.012
1465,09/20/22 12:00:01 AM,8.020,7.318,9.163,9.236,63.546
1466,09/20/22 12:30:01 AM,7.920,7.268,9.829,9.923,62.008
1467,09/20/22 01:00:01 AM,7.845,6.965,8.543,8.593,67.138
1468,09/20/22 01:30:01 AM,7.745,6.889,9.361,9.558,63.760
1469,09/20/22 02:00:01 AM,7.670,6.560,7.945,7.885,71.351
1470,09/20/22 02:30:01 AM,7.569,6.535,10.198,10.244,60.812
1471,09/20/22 03:00:01 AM,7.469,6.611,9.903,9.772,63.226
1472,09/20/22 03:30:01 AM,7.419,6.281,8.145,8.164,69.772
1473,09/20/22 04:00:01 AM,7.343,5.949,7.945,7.971,70.471
1474,09/20/22 04:30:01 AM,7.242,6.051,9.682,9.837,61.672
1475,09/20/22 05:00:01 AM,7.167,6.102,8.469,8.657,65.774
1476,09/20/22 05:30:01 AM,7.091,5.872,6.889,7.091,69.763
1477,09/20/22 06:00:01 AM,7.041,5.514,5.024,5.118,80.334
1478,09/20/22 06:30:01 AM,6.965,5.076,3.775,3.831,84.179
1479,09/20/22 07:00:01 AM,6.864,4.766,3.670,3.917,81.678
1480,09/20/22 07:30:01 AM,6.737,4.895,5.411,5.590,76.269
1481,09/20/22 08:00:01 AM,6.636,4.947,6.331,6.405,75.340
1482,09/20/22 08:30:01 AM,6.560,4.973,6.128,6.255,76.318
1483,09/20/22 09:00:01 AM,6.458,5.102,6.813,6.984,73.442
1484,09/20/22 09:30:01 AM,6.433,5.257,8.618,8.636,68.051
1485,09/20/22 10:00:01 AM,6.357,6.204,12.340,13.033,56.442
1486,09/20/22 10:30:01 AM,6.331,6.763,10.565,10.673,62.679
1487,09/20/22 11:00:01 AM,6.357,7.293,12.437,12.711,53.823
1488,09/20/22 11:30:01 AM,6.433,7.895,13.329,13.783,53.040
1489,09/20/22 12:00:01 PM,6.509,8.767,13.714,14.598,51.341
1490,09/20/22 12:30:01 PM,6.611,10.638,14.649,16.314,46.586
1491,09/20/22 01:00:01 PM,6.788,9.410,12.364,12.711,59.477
1492,09/20/22 01:30:01 PM,6.965,9.608,13.834,14.491,51.919
1493,09/20/22 02:00:01 PM,7.116,13.449,22.417,23.499,31.171
1494,09/20/22 02:30:01 PM,7.343,15.079,17.819,19.681,35.676
1495,09/20/22 03:00:01 PM,7.695,14.505,18.723,19.467,36.365
1496,09/20/22 03:30:01 PM,8.045,13.112,16.820,17.193,46.053
1497,09/20/22 04:00:01 PM,8.344,13.906,21.676,23.049,32.959
1498,09/20/22 04:30:01 PM,8.568,14.792,19.103,19.703,41.462
1499,09/20/22 05:00:01 PM,8.841,14.721,17.819,18.952,40.800
1500,09/20/22 05:30:01 PM,9.114,14.960,17.986,18.695,38.601
1501,09/20/22 06:00:01 PM,9.336,13.546,18.319,18.673,38.871
1502,09/20/22 06:30:01 PM,9.509,13.570,19.888,19.681,34.809
1503,09/20/22 07:00:01 PM,9.632,12.582,15.008,15.177,45.550
1504,09/20/22 07:30:01 PM,9.706,11.175,13.473,13.655,49.647
1505,09/20/22 08:00:01 PM,9.682,10.247,11.686,11.810,58.193
1506,09/20/22 08:30:01 PM,9.632,9.608,10.858,11.038,59.571
1507,09/20/22 09:00:01 PM,9.485,9.163,10.590,10.630,61.523
1508,09/20/22 09:30:01 PM,9.361,9.040,11.516,11.681,57.415
1509,09/20/22 10:00:01 PM,9.238,8.668,11.734,11.724,57.401
1510,09/20/22 10:30:01 PM,9.089,8.419,10.810,10.802,61.207
1511,09/20/22 11:00:01 PM,8.990,7.995,8.891,9.065,67.996
1512,09/20/22 11:30:01 PM,8.841,7.469,6.535,6.491,82.319
1513,09/21/22 12:00:01 AM,8.717,7.015,6.839,6.963,79.460
1514,09/21/22 12:30:01 AM,8.568,6.813,5.050,5.204,78.659
1515,09/21/22 01:00:01 AM,8.444,6.306,3.327,3.467,83.734
1516,09/21/22 01:30:01 AM,8.270,5.975,3.116,3.317,87.022
1517,09/21/22 02:00:01 AM,8.120,5.591,2.101,2.244,88.528
1518,09/21/22 02:30:01 AM,7.945,5.308,1.940,2.008,90.529
1519,09/21/22 03:00:01 AM,7.795,5.154,2.477,2.673,89.195
1520,09/21/22 03:30:01 AM,7.645,4.844,1.153,1.215,94.525
1521,09/21/22 04:00:01 AM,7.469,4.636,1.262,1.386,94.418
1522,09/21/22 04:30:01 AM,7.318,4.454,0.522,0.636,94.594
1523,09/21/22 05:00:01 AM,7.167,4.376,3.063,3.252,99.371
1524,09/21/22 05:30:01 AM,7.015,4.376,1.832,2.030,98.007
1525,09/21/22 06:00:01 AM,6.889,4.272,2.717,2.931,99.579
1526,09/21/22 06:30:01 AM,6.763,4.298,2.101,2.266,97.787
1527,09/21/22 07:00:01 AM,6.661,4.272,1.398,1.494,98.366
1528,09/21/22 07:30:01 AM,6.560,3.985,1.071,1.258,99.326
1529,09/21/22 08:00:01 AM,6.458,3.985,1.670,1.794,99.481
1530,09/21/22 08:30:01 AM,6.357,4.480,3.854,3.982,96.291
1531,09/21/22 09:00:01 AM,6.281,4.610,5.076,5.204,93.024
1532,09/21/22 09:30:01 AM,6.230,5.231,8.319,8.486,83.253
1533,09/21/22 10:00:01 AM,6.179,5.847,10.663,10.866,69.400
1534,09/21/22 10:30:01 AM,6.179,6.611,14.768,15.327,50.683
1535,09/21/22 11:00:01 AM,6.230,7.795,16.820,18.244,42.391
1536,09/21/22 11:30:01 AM,6.306,8.120,14.098,14.105,51.420
1537,09/21/22 12:00:01 PM,6.458,9.558,16.010,16.764,41.416
1538,09/21/22 12:30:01 PM,6.636,10.100,15.557,16.786,44.373
1539,09/21/22 01:00:01 PM,6.839,10.810,17.368,17.751,41.971
1540,09/21/22 01:30:01 PM,7.041,10.736,16.058,16.250,45.652
1541,09/21/22 02:00:01 PM,7.268,11.565,18.176,18.480,40.127
1542,09/21/22 02:30:01 PM,7.494,11.613,17.605,17.837,40.603
1543,09/21/22 03:00:01 PM,7.770,12.292,19.032,19.510,37.607
1544,09/21/22 03:30:01 PM,7.995,13.618,20.150,20.732,33.216
1545,09/21/22 04:00:01 PM,8.245,14.074,20.055,20.732,33.431
1546,09/21/22 04:30:01 PM,8.543,13.497,18.723,19.038,33.660
1547,09/21/22 05:00:01 PM,8.841,13.594,18.652,19.252,30.997
1548,09/21/22 05:30:01 PM,9.064,13.016,15.676,16.014,38.108
1549,09/21/22 06:00:01 PM,9.262,12.171,15.652,15.907,37.443
1550,09/21/22 06:30:01 PM,9.386,11.467,14.649,14.791,38.886
1551,09/21/22 07:00:01 PM,9.435,10.858,13.810,13.976,41.311
1552,09/21/22 07:30:01 PM,9.435,10.296,12.413,12.582,48.499
1553,09/21/22 08:00:01 PM,9.386,9.657,11.078,11.252,51.894
1554,09/21/22 08:30:01 PM,9.312,9.114,9.879,10.073,57.639
1555,09/21/22 09:00:01 PM,9.238,8.792,9.312,9.494,58.451
1556,09/21/22 09:30:01 PM,9.114,8.469,10.100,10.137,56.094
1557,09/21/22 10:00:01 PM,8.990,8.170,8.419,8.486,62.301
1558,09/21/22 10:30:01 PM,8.891,7.795,7.594,7.713,65.298
1559,09/21/22 11:00:01 PM,8.767,7.619,9.163,8.764,61.152
1560,09/21/22 11:30:01 PM,8.643,7.469,7.995,8.057,62.144
1561,09/22/22 12:00:01 AM,8.543,7.343,7.594,7.713,66.833
1562,09/22/22 12:30:01 AM,8.419,7.142,7.393,7.478,67.010
1563,09/22/22 01:00:01 AM,8.319,7.041,8.270,8.400,62.429
1564,09/22/22 01:30:01 AM,8.195,6.940,7.242,7.456,65.199
1565,09/22/22 02:00:01 AM,8.120,6.914,8.643,8.743,55.879
1566,09/22/22 02:30:01 AM,8.020,6.813,9.040,9.172,51.305
1567,09/22/22 03:00:01 AM,7.945,6.560,8.941,9.129,48.142
1568,09/22/22 03:30:01 AM,7.845,6.077,6.839,7.070,52.642
1569,09/22/22 04:00:01 AM,7.745,5.591,6.990,7.070,46.891
1570,09/22/22 04:30:01 AM,7.619,5.257,6.331,6.641,48.507
1571,09/22/22 05:00:01 AM,7.494,4.869,6.153,6.105,47.291
1572,09/22/22 05:30:01 AM,7.343,4.662,5.488,5.569,48.133
1573,09/22/22 06:00:01 AM,7.192,4.402,6.889,7.006,35.976
1574,09/22/22 06:30:01 AM,7.041,4.298,7.041,6.856,33.596
1575,09/22/22 07:00:01 AM,6.889,4.141,6.153,6.191,39.921
1576,09/22/22 07:30:01 AM,6.763,3.591,2.637,2.502,58.660
1577,09/22/22 08:00:01 AM,6.611,3.459,3.670,3.681,57.636
1578,09/22/22 08:30:01 AM,6.458,3.433,4.246,4.368,53.704
1579,09/22/22 09:00:01 AM,6.331,3.459,6.051,5.848,50.541
1580,09/22/22 09:30:01 AM,6.179,3.932,9.238,9.150,39.706
1581,09/22/22 10:00:01 AM,6.077,4.402,8.319,8.400,41.004
1582,09/22/22 10:30:01 AM,6.026,4.532,7.594,8.035,45.779
1583,09/22/22 11:00:01 AM,5.975,4.869,7.242,7.563,47.390
1584,09/22/22 11:30:01 AM,5.924,5.488,8.170,8.314,44.004
1585,09/22/22 12:00:01 PM,5.949,6.204,9.509,10.051,42.626
1586,09/22/22 12:30:01 PM,6.000,8.419,13.714,14.448,30.599
1587,09/22/22 01:00:01 PM,6.077,8.618,10.467,10.738,35.758
1588,09/22/22 01:30:01 PM,6.255,9.410,12.896,13.097,29.989
1589,09/22/22 02:00:01 PM,6.433,10.785,14.816,15.692,26.493
1590,09/22/22 02:30:01 PM,6.636,10.932,12.534,13.547,28.020
1591,09/22/22 03:00:01 PM,6.914,10.100,12.074,12.282,30.274
1592,09/22/22 03:30:01 PM,7.116,11.370,14.385,15.735,21.407
1593,09/22/22 04:00:01 PM,7.318,10.075,11.127,11.317,27.045
1594,09/22/22 04:30:01 PM,7.494,10.247,13.570,14.126,25.353
1595,09/22/22 05:00:01 PM,7.645,9.854,11.613,11.681,32.906
1596,09/22/22 05:30:01 PM,7.745,9.509,11.248,11.574,33.272
1597,09/22/22 06:00:01 PM,7.820,9.064,11.248,11.188,34.604
1598,09/22/22 06:30:01 PM,7.845,8.916,10.516,10.823,35.358
1599,09/22/22 07:00:01 PM,7.870,8.319,9.015,9.215,40.377
1600,09/22/22 07:30:01 PM,7.845,7.318,7.192,7.413,44.973
1601,09/22/22 08:00:01 PM,7.795,6.408,5.668,5.740,52.702
1602,09/22/22 08:30:01 PM,7.695,5.719,3.538,3.660,59.779
1603,09/22/22 09:00:01 PM,7.544,5.282,3.749,3.982,58.569
1604,09/22/22 09:30:01 PM,7.393,4.869,3.591,3.660,62.974
1605,09/22/22 10:00:01 PM,7.217,4.636,3.248,3.338,64.790
1606,09/22/22 10:30:01 PM,7.041,4.350,1.507,1.708,71.395
1607,09/22/22 11:00:01 PM,6.889,4.350,4.194,4.089,65.657
1608,09/22/22 11:30:01 PM,6.737,4.376,3.538,3.767,66.941
1609,09/23/22 12:00:01 AM,6.585,4.350,4.376,4.368,69.335
1610,09/23/22 12:30:01 AM,6.484,4.350,3.643,3.767,69.047
1611,09/23/22 01:00:01 AM,6.382,4.037,2.316,2.244,74.220
1612,09/23/22 01:30:01 AM,6.281,3.932,1.317,1.472,71.901
1613,09/23/22 02:00:01 AM,6.179,3.722,0.467,0.657,77.304
1614,09/23/22 02:30:01 AM,6.077,3.696,1.778,1.858,77.597
1615,09/23/22 03:00:01 AM,5.975,3.617,1.289,1.429,79.286
1616,09/23/22 03:30:01 AM,5.872,3.512,1.071,1.215,78.593
1617,09/23/22 04:00:01 AM,5.770,3.485,1.480,1.644,77.476
1618,09/23/22 04:30:01 AM,5.693,3.538,3.195,3.059,76.439
1619,09/23/22 05:00:01 AM,5.616,3.591,3.485,3.338,75.564
1620,09/23/22 05:30:01 AM,5.565,3.538,3.168,3.188,76.736
1621,09/23/22 06:00:01 AM,5.488,3.354,2.744,2.780,78.764
1622,09/23/22 06:30:01 AM,5.411,3.380,2.370,2.502,80.485
1623,09/23/22 07:00:01 AM,5.360,3.354,3.274,3.360,76.974
1624,09/23/22 07:30:01 AM,5.308,3.274,1.994,2.116,80.453
1625,09/23/22 08:00:01 AM,5.231,3.485,3.195,3.360,77.693
1626,09/23/22 08:30:01 AM,5.205,3.617,2.903,3.038,87.636
1627,09/23/22 09:00:01 AM,5.154,3.749,3.327,3.488,83.679
1628,09/23/22 09:30:01 AM,5.128,3.932,3.485,3.595,83.420
1629,09/23/22 10:00:01 AM,5.102,4.350,4.714,4.925,79.866
1630,09/23/22 10:30:01 AM,5.102,4.792,5.102,5.247,74.771
1631,09/23/22 11:00:01 AM,5.128,5.514,6.306,6.770,67.431
1632,09/23/22 11:30:01 AM,5.179,6.611,8.045,8.550,61.846
1633,09/23/22 12:00:01 PM,5.282,6.509,6.788,6.898,67.289
1634,09/23/22 12:30:01 PM,5.411,6.661,7.444,7.821,62.483
1635,09/23/22 01:00:01 PM,5.539,7.469,8.045,9.236,58.871
1636,09/23/22 01:30:01 PM,5.668,10.932,12.461,14.770,44.533
1637,09/23/22 02:00:01 PM,5.872,12.509,11.102,13.290,43.421
1638,09/23/22 02:30:01 PM,6.153,12.534,10.687,12.067,52.934
1639,09/23/22 03:00:01 PM,6.484,12.727,11.297,12.840,52.590
1640,09/23/22 03:30:01 PM,6.788,12.823,11.492,12.968,49.268
1641,09/23/22 04:00:01 PM,7.091,12.678,11.053,12.411,51.617
1642,09/23/22 04:30:01 PM,7.393,12.437,11.200,12.496,48.196
1643,09/23/22 05:00:01 PM,7.645,12.195,11.127,12.239,47.698
1644,09/23/22 05:30:01 PM,7.845,11.953,11.443,12.711,47.687
1645,09/23/22 06:00:01 PM,7.995,11.078,12.654,13.161,42.922
1646,09/23/22 06:30:01 PM,8.120,10.785,11.565,11.789,43.441
1647,09/23/22 07:00:01 PM,8.195,10.100,10.614,10.823,48.850
1648,09/23/22 07:30:01 PM,8.220,8.866,7.995,8.100,53.762
1649,09/23/22 08:00:01 PM,8.170,7.444,5.231,5.247,66.828
1650,09/23/22 08:30:01 PM,8.095,6.611,5.050,5.097,63.880
1651,09/23/22 09:00:01 PM,7.945,5.975,3.985,4.153,67.831
1652,09/23/22 09:30:01 PM,7.745,5.591,4.011,4.239,65.399
1653,09/23/22 10:00:01 PM,7.544,5.102,5.821,5.569,55.673
1654,09/23/22 10:30:01 PM,7.368,4.844,4.636,4.604,58.495
1655,09/23/22 11:00:01 PM,7.167,4.869,5.565,5.826,54.101
1656,09/23/22 11:30:01 PM,6.990,4.506,3.932,4.046,61.175
1657,09/24/22 12:00:01 AM,6.813,4.376,4.973,5.161,59.965
1658,09/24/22 12:30:01 AM,6.661,4.428,4.869,5.011,60.359
1659,09/24/22 01:00:01 AM,6.509,4.350,5.128,5.247,60.795
1660,09/24/22 01:30:01 AM,6.382,4.089,4.324,4.432,63.432
1661,09/24/22 02:00:01 AM,6.255,3.643,2.101,2.287,69.871
1662,09/24/22 02:30:01 AM,6.153,3.089,0.852,0.914,76.603
1663,09/24/22 03:00:01 AM,5.975,3.089,2.396,2.630,71.173
1664,09/24/22 03:30:01 AM,5.872,2.690,-0.760,-0.630,79.959
1665,09/24/22 04:00:01 AM,5.719,2.423,1.615,1.772,75.189
1666,09/24/22 04:30:01 AM,5.565,2.396,0.797,1.022,76.963
1667,09/24/22 05:00:01 AM,5.411,2.047,-0.958,-0.780,82.161
1668,09/24/22 05:30:01 AM,5.282,1.805,-0.143,-0.051,83.832
1669,09/24/22 06:00:01 AM,5.128,2.101,2.903,3.124,72.352
1670,09/24/22 06:30:01 AM,4.999,1.805,-0.367,-0.201,82.564
1671,09/24/22 07:00:01 AM,4.895,1.398,-2.363,-2.303,89.329
1672,09/24/22 07:30:01 AM,4.766,1.371,-0.367,-0.308,83.378
1673,09/24/22 08:00:01 AM,4.636,1.425,2.690,2.351,78.900
1674,09/24/22 08:30:01 AM,4.506,1.615,2.637,2.823,75.111
1675,09/24/22 09:00:01 AM,4.402,1.561,2.370,2.073,75.184
1676,09/24/22 09:30:01 AM,4.324,1.724,7.444,6.856,60.848
1677,09/24/22 10:00:01 AM,4.220,2.289,5.668,6.234,59.017
1678,09/24/22 10:30:01 AM,4.168,2.370,7.670,8.078,55.232
1679,09/24/22 11:00:01 AM,4.141,3.142,10.712,11.360,44.100
1680,09/24/22 11:30:01 AM,4.141,4.869,11.370,13.097,38.221
1681,09/24/22 12:00:01 PM,4.194,6.737,11.710,13.333,41.631
1682,09/24/22 12:30:01 PM,4.350,8.270,11.370,13.011,38.131
1683,09/24/22 01:00:01 PM,4.558,9.583,12.678,14.277,37.047
1684,09/24/22 01:30:01 PM,4.844,11.078,13.618,15.585,32.515
1685,09/24/22 02:00:01 PM,5.154,11.175,13.185,14.598,33.848
1686,09/24/22 02:30:01 PM,5.488,12.025,13.137,15.092,33.623
1687,09/24/22 03:00:01 PM,5.821,12.195,12.074,13.504,36.092
1688,09/24/22 03:30:01 PM,6.153,11.783,12.606,13.204,33.529
1689,09/24/22 04:00:01 PM,6.458,8.817,9.780,10.008,45.451
1690,09/24/22 04:30:01 PM,6.636,8.170,9.632,9.837,47.500
1691,09/24/22 05:00:01 PM,6.687,7.569,9.534,9.730,46.296
1692,09/24/22 05:30:01 PM,6.712,7.569,12.775,13.011,31.853
1693,09/24/22 06:00:01 PM,6.687,8.045,12.751,12.453,33.774
1694,09/24/22 06:30:01 PM,6.712,8.095,11.151,11.295,39.168
1695,09/24/22 07:00:01 PM,6.712,7.745,10.907,10.866,39.915
1696,09/24/22 07:30:01 PM,6.737,6.712,7.820,7.799,51.427
1697,09/24/22 08:00:01 PM,6.712,5.668,3.617,3.746,61.920
1698,09/24/22 08:30:01 PM,6.636,4.973,5.437,5.569,56.541
1699,09/24/22 09:00:01 PM,6.509,4.324,3.801,3.831,63.185
1700,09/24/22 09:30:01 PM,6.357,3.932,3.485,3.681,64.063
1701,09/24/22 10:00:01 PM,6.204,3.617,3.248,3.402,66.567
1702,09/24/22 10:30:01 PM,6.051,3.195,1.425,1.494,76.254
1703,09/24/22 11:00:01 PM,5.872,2.877,0.135,0.292,77.540
1704,09/24/22 11:30:01 PM,5.719,2.797,4.037,4.110,68.612
1705,09/25/22 12:00:01 AM,5.565,2.664,-0.367,-0.201,77.304
1706,09/25/22 12:30:01 AM,5.411,2.209,-1.498,-1.359,84.193
1707,09/25/22 01:00:01 AM,5.257,1.940,-1.785,-1.616,84.665
1708,09/25/22 01:30:01 AM,5.102,1.994,1.398,1.579,79.657
1709,09/25/22 02:00:01 AM,4.947,1.886,-0.088,0.099,80.948
1710,09/25/22 02:30:01 AM,4.818,1.751,-0.704,-0.501,84.038
1711,09/25/22 03:00:01 AM,4.688,1.670,2.289,2.309,83.624
1712,09/25/22 03:30:01 AM,4.584,1.425,-2.073,-1.981,88.952
1713,09/25/22 04:00:01 AM,4.454,1.153,-2.189,-2.045,91.379
1714,09/25/22 04:30:01 AM,4.324,1.126,-2.771,-2.732,92.633
1715,09/25/22 05:00:01 AM,4.220,1.017,-2.305,-2.217,93.256
1716,09/25/22 05:30:01 AM,4.089,0.962,-1.470,-1.252,91.925
1717,09/25/22 06:00:01 AM,3.985,0.907,-2.131,-2.002,91.777
1718,09/25/22 06:30:01 AM,3.880,0.880,-1.413,-1.273,90.886
1719,09/25/22 07:00:01 AM,3.801,0.797,-2.596,-2.517,94.185
1720,09/25/22 07:30:01 AM,3.696,0.742,-2.073,-1.874,93.285
1721,09/25/22 08:00:01 AM,3.591,0.687,-2.305,-2.153,93.828
1722,09/25/22 08:30:01 AM,3.512,0.660,-2.073,-1.960,93.500
1723,09/25/22 09:00:01 AM,3.433,0.660,-1.871,-1.809,93.339
1724,09/25/22 09:30:01 AM,3.354,0.742,0.301,0.486,89.891
1725,09/25/22 10:00:01 AM,3.301,0.989,1.832,1.944,85.370
1726,09/25/22 10:30:01 AM,3.248,1.534,5.076,5.161,78.192
1727,09/25/22 11:00:01 AM,3.221,2.343,6.051,6.491,68.113
1728,09/25/22 11:30:01 AM,3.248,3.301,6.864,6.963,65.467
1729,09/25/22 12:00:01 PM,3.301,4.089,7.494,7.692,64.869
1730,09/25/22 12:30:01 PM,3.433,5.437,9.509,9.644,56.504
1731,09/25/22 01:00:01 PM,3.564,6.357,11.224,11.445,48.557
1732,09/25/22 01:30:01 PM,3.749,7.393,11.662,11.853,46.708
1733,09/25/22 02:00:01 PM,3.985,7.544,11.102,11.338,46.040
1734,09/25/22 02:30:01 PM,4.246,8.045,10.712,11.810,49.303
1735,09/25/22 03:00:01 PM,4.480,8.170,10.736,11.510,48.380
1736,09/25/22 03:30:01 PM,4.714,8.344,10.810,11.681,50.184
1737,09/25/22 04:00:01 PM,4.947,8.170,10.834,11.424,45.403
1738,09/25/22 04:30:01 PM,5.154,7.920,10.712,11.338,39.608
1739,09/25/22 05:00:01 PM,5.308,7.970,10.834,11.424,41.585
1740,09/25/22 05:30:01 PM,5.462,7.619,10.296,10.630,44.744
1741,09/25/22 06:00:01 PM,5.565,7.167,9.657,9.837,44.567
1742,09/25/22 06:30:01 PM,5.642,6.813,8.742,8.936,48.211
1743,09/25/22 07:00:01 PM,5.693,6.433,7.820,7.928,51.470
1744,09/25/22 07:30:01 PM,5.719,6.000,7.870,7.864,48.882
1745,09/25/22 08:00:01 PM,5.719,5.719,7.569,7.628,58.556
1746,09/25/22 08:30:01 PM,5.719,5.488,7.041,7.242,57.726
1747,09/25/22 09:00:01 PM,5.668,5.205,6.026,6.191,59.713
1748,09/25/22 09:30:01 PM,5.616,4.973,5.616,5.783,60.488
1749,09/25/22 10:00:01 PM,5.565,4.818,4.818,4.990,63.070
1750,09/25/22 10:30:01 PM,5.514,4.662,4.844,5.011,61.422
1751,09/25/22 11:00:01 PM,5.462,4.558,4.428,4.604,64.350
1752,09/25/22 11:30:01 PM,5.411,4.610,6.484,6.469,58.939
1753,09/26/22 12:00:01 AM,5.360,4.662,5.462,5.547,71.768
1754,09/26/22 12:30:01 AM,5.308,4.610,4.350,4.475,80.604
1755,09/26/22 01:00:01 AM,5.257,4.480,3.459,3.595,91.081
1756,09/26/22 01:30:01 AM,5.231,4.350,2.903,3.059,93.356
1757,09/26/22 02:00:01 AM,5.205,3.985,1.886,2.051,94.809
1758,09/26/22 02:30:01 AM,5.154,3.168,0.522,0.679,97.082
1759,09/26/22 03:00:01 AM,5.076,2.717,0.051,0.142,98.840
1760,09/26/22 03:30:01 AM,4.947,2.664,-0.004,0.099,99.559
1761,09/26/22 04:00:01 AM,4.844,2.664,0.024,0.142,99.997
1762,09/26/22 04:30:01 AM,4.740,2.664,-0.032,0.099,99.997
1763,09/26/22 05:00:01 AM,4.636,2.610,-0.032,0.099,99.997
1764,09/26/22 05:30:01 AM,4.532,2.584,-0.032,0.099,99.997
1765,09/26/22 06:00:01 AM,4.480,2.557,-0.004,0.142,99.997
