"","X.2","X.1","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","max_biovol","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"117",2993,2993,2993,"SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2022-07-22",7,23,2022,11.5,20,14,25,25,21,21,22,10,15,"HESR7",3220,9,15.6666666666667,22.3333333333333,17,"Northern"
"118",2321,2579,2579,"SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,10.7,30.7,18,12,24,23,NA,25,14,18,"HESR8",5912.82,7,19,NA,24.35,"Northern"
"119",3144,3144,3144,"JB","K15PSa10",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,4,16,11,6,22,23,36,7,3,6,"K15PSA10",704,7,5.33333333333333,27,13.5,"Southern"
"120",3145,3145,3145,"JB","K15PSa11",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,8,32,21,12,55,58,49,32,39,46,"K15PSA11",5376,7,39,54,26.5,"Southern"
"121",3146,3146,3146,"JB","K15PSa12",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,7,29,27,13,46,39,34,19,9,18,"K15PSA12",5481,7,15.3333333333333,39.6666666666667,28,"Southern"
"122",3155,3155,3155,"JB","K15PSa15",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,15.2,17,21,12,40,33,37,20,16,20,"K15PSA15",5426.4,7,18.6666666666667,36.6666666666667,19,"Southern"
"123",3147,3147,3147,"JB","K15PSa2",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,4,23,19,12,37,41,38,28,30,15,"K15PSA2",1748,7,24.3333333333333,38.6666666666667,21,"Southern"
"124",3148,3148,3148,"JB","K15PSa6",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,7.9,32.5,28,9,44,53,42,30,20,22,"K15PSA6",7189,7,24,46.3333333333333,30.25,"Southern"
"125",3149,3149,3149,"JB","K15PSa7",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,6,49,48,20,49,56,40,21,17,21,"K15PSA7",14112,7,19.6666666666667,48.3333333333333,48.5,"Southern"
"126",3150,3150,3150,"JB","K15PSa8",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,4.5,25,26,9,41,40,32,20,16,19,"K15PSA8",2925,7,18.3333333333333,37.6666666666667,25.5,"Southern"
"127",3151,3151,3151,"JB","K15PSa9",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,8,35.5,36,12,31,26,38,15,13,7,"K15PSA9",10224,7,11.6666666666667,31.6666666666667,35.75,"Southern"
"128",2790,2123,2123,"SW","K15SSr8",2015,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,21.5,29.5,19,15,53,51,45,37,29,44,"K15SSR8",12050.75,6,36.6666666666667,49.6666666666667,24.25,"Southern"
"129",3032,3032,3032,"JA","K17Sa5",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,2.5,7,8,5,29,28,20,8,3,3,"K17SA5",140,5,4.66666666666667,25.6666666666667,7.5,"Southern"
"130",2365,2623,2623,"LB","K17Sr6",2017,"Salix richardsonii","Kluane","2020-08-19",8,19,2020,20.1,26.4,13,12,64,61,48,109,51,38,"K17SR6",6898.32,3,66,57.6666666666667,19.7,"Southern"
"131",2369,2627,2627,"IMS","KLSPC1",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,31.8,59.8,40.5,20,33,30,36,24,26,27,"KLSPC1",77016.42,7,25.6666666666667,33,50.15,"Southern"
"132",2371,2629,2629,"AB","KLSPC13",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,43.4,119.2,98.9,28.19,43.03,41.24,44.01,141,134,160,"KLSPC13",511637.392,7,145,42.76,109.05,"Southern"
"133",2372,2630,2630,"IMS","KLSPC2",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,12.4,16.7,3.5,4,21,25,18,17,15,4,"KLSPC2",724.78,7,12,21.3333333333333,10.1,"Southern"
"134",2929,2929,2929,"IMS","KLSpC3",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,20,49,40,18,35,34,45,17,21,33,"KLSPC3",39200,9,23.6666666666667,38,44.5,"Southern"
"135",2798,2131,2131,"MG","KLSPC8",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,11.6,39.4,9.4,14,23,22,23,4,9,6,"KLSPC8",4296.176,8,6.33333333333333,22.6666666666667,24.4,"Southern"
"136",2375,2633,2633,"MG","KLSPC9",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,39.2,83.2,59.6,16,28,27,26,28,22,11,"KLSPC9",194381.824,7,20.3333333333333,27,71.4,"Southern"
"137",2376,2634,2634,"IMS","KLSpE1",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,73.8,106.8,58.2,22,32,34,36,24,25,22,"KLSPE1",458723.088,7,23.6666666666667,34,82.5,"Southern"
"138",2377,2635,2635,"CF","KLSpE10",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,29.6,32.1,22.3,22,37,33,33,29,25,38,"KLSPE10",21188.568,7,30.6666666666667,34.3333333333333,27.2,"Southern"
"139",2378,2636,2636,"MG","KLSpE11",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,36.1,118.2,75.3,21,33,31,35,22,19,24,"KLSPE11",321306.606,7,21.6666666666667,33,96.75,"Southern"
"140",3071,3071,3071,"MG","KLSpE12",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,38,96,63,45,31,38,48,260,220,20,"KLSPE12",229824,9,166.666666666667,39,79.5,"Southern"
"141",2804,2137,2137,"MG","KLSpE14",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,47.1,105.5,93.8,20,34,29,37,11,17,9,"KLSPE14",466096.89,8,12.3333333333333,33.3333333333333,99.65,"Southern"
"142",2381,2639,2639,"MG","KLSpE15",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,17.8,57.3,49.2,14,31,34,26,9,10,12,"KLSPE15",50181.048,7,10.3333333333333,30.3333333333333,53.25,"Southern"
"143",2382,2640,2640,"IMS","KLSpE2",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,42.2,162.3,83.9,30,36,38,42,97,75,82,"KLSPE2",574636.134,7,84.6666666666667,38.6666666666667,123.1,"Southern"
"144",2932,2932,2932,"IMS","KLSpE3",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,10,9,10,11,28,25,21,10,9,8,"KLSPE3",900,9,9,24.6666666666667,9.5,"Southern"
"145",2933,2933,2933,"IMS","KLSpE4",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,45,74,89,45,33,28,31,15,13,23,"KLSPE4",296370,9,17,30.6666666666667,81.5,"Southern"
"146",2934,2934,2934,"IMS","KLSpE5",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,21.5,45,40.5,22,45,43,26,130,36,27,"KLSPE5",39183.75,9,64.3333333333333,38,42.75,"Southern"
"147",2810,2143,2143,"CF","KLSpE6",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,79,213,206,57,54,45,44,47,196,92,"KLSPE6",3466362,8,111.666666666667,47.6666666666667,209.5,"Southern"
"148",3012,3012,3012,"CF","KLSpE7",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,29,32,24,12,23,21,30,13,15,27,"KLSPE7",22272,9,18.3333333333333,24.6666666666667,28,"Southern"
"149",2388,2646,2646,"CF","KLSpE8",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,66.4,134.1,108.4,56,31,34,32,15,24,38,"KLSPE8",965219.616,7,25.6666666666667,32.3333333333333,121.25,"Southern"
"150",2389,2647,2647,"CF","KLSpE9",2013,"Salix pulchra","Kluane","2020-08-19",8,19,2020,32.8,109.6,107.5,20,38,43,44,72,24,44,"KLSPE9",386449.6,7,46.6666666666667,41.6666666666667,108.55,"Southern"
"151",3082,3082,3082,"IR","KLSrC10",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,110,160,122,87,45,50,53,57,98,30,"KLSRC10",2147200,9,61.6666666666667,49.3333333333333,141,"Southern"
"152",3114,3114,3114,"AC","KLSrC13",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,75,150,128,110,50,49,76,50,70,170,"KLSRC13",1440000,9,96.6666666666667,58.3333333333333,139,"Southern"
"153",2947,2947,2947,"LB","KLSrC2",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,127,140,110,60,52,40,45,90,80,80,"KLSRC2",1955800,9,83.3333333333333,45.6666666666667,125,"Southern"
"154",2394,2652,2652,"IR","KLSrC6",2013,"Salix richardsonii","Kluane","2020-08-19",8,19,2020,115,111,98.4,42,42,41,48,137,122,84,"KLSRC6",1256076,7,114.333333333333,43.6666666666667,104.7,"Southern"
"155",2996,2996,2996,"SW","KLSrE10",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,110,128,155,43,41,50,40,30,21,35,"KLSRE10",2182400,9,28.6666666666667,43.6666666666667,141.5,"Southern"
"156",2820,2153,2153,"IR","KLSrE11",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,98.9,213,153.5,61,47,41,43,56,51,25,"KLSRE11",3233584.95,8,44,43.6666666666667,183.25,"Southern"
"157",2821,2154,2154,"IR","KLSrE13",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,103.5,118.8,117.6,67,36,49,44,36,83,137,"KLSRE13",1445986.08,8,85.3333333333333,43,118.2,"Southern"
"158",2399,2657,2657,"IR","KLSrE14",2013,"Salix richardsonii","Kluane","2020-08-19",8,19,2020,55.2,81.1,88.8,29,50,49,53,43,45,47,"KLSRE14",397532.736,7,45,50.6666666666667,84.95,"Southern"
"159",2823,2156,2156,"IR","KLSrE15",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,104.7,138.5,131.7,31,63,54,50,198,122,25,"KLSRE15",1909775.115,8,115,55.6666666666667,135.1,"Southern"
"160",2946,2946,2946,"LB","KLSrE4",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,113,245,235,120,48,45,34,60,60,100,"KLSRE4",6505975,9,73.3333333333333,42.3333333333333,240,"Southern"
"161",2997,2997,2997,"SW","KLSrE6",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,80,120,106,41,37,36,23,27,24,45,"KLSRE6",1017600,9,32,32,113,"Southern"
"162",2403,2661,2661,"SW","KLSrE7",2013,"Salix richardsonii","Kluane","2020-08-19",8,19,2020,67.9,81.2,86.8,38,51,48,38,82,88,129,"KLSRE7",478570.064,7,99.6666666666667,45.6666666666667,84,"Southern"
"163",2999,2999,2999,"SW","KLSrE9",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,79,120,110,63,65,43,50,130,31,30,"KLSRE9",1042800,9,63.6666666666667,52.6666666666667,115,"Southern"
"164",3101,3101,3101,"SAB","KP16Sa6",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,11,9.5,7,22,30,28,8,6,NA,"KP16SA6",574.75,6,NA,26.6666666666667,10.25,"Southern"
"165",2430,2688,2688,"SL","KP16Sp22",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,21.8,32.6,29.8,5,28,31,33,81,52,88,"KP16SP22",21178.264,4,73.6666666666667,30.6666666666667,31.2,"Southern"
"166",2831,2164,2164,"SL","KP16Sp24",2016,"Salix pulchra","Kluane","2021-08-09",8,9,2021,24.5,36,21,12,29,28,32,7,21,11,"KP16SP24",18522,5,13,29.6666666666667,28.5,"Southern"
"167",2441,2699,2699,"AB","KP16Sp33",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,33.2,63.5,47.4,26.12,37.42,35.99,39.75,47.16,100.35,80.3,"KP16SP33",99928.68,4,75.9366666666667,37.72,55.45,"Southern"
"168",2442,2700,2700,"AB","KP16Sp34",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,12.5,15,1,13.44,15.18,16.2,10.83,19.04,NA,NA,"KP16SP34",187.5,4,NA,14.07,8,"Southern"
"169",3047,3047,3047,"JG","KP16Sp39",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,4.5,9.5,8,9,32,21,22,22,10,19,"KP16SP39",342,6,17,25,8.75,"Southern"
"170",2448,2706,2706,"IMS","KP16Sp41",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,11.3,7.6,8.2,8,28,30,30,18,17,14,"KP16SP41",704.216,4,16.3333333333333,29.3333333333333,7.9,"Southern"
"171",2835,2168,2168,"CF","KP16Sp43",2016,"Salix pulchra","Kluane","2021-08-11",8,11,2021,18.5,27,18,14,29,30,42,27,24,6,"KP16SP43",8991,5,19,33.6666666666667,22.5,"Southern"
"172",3017,3017,3017,"CF","KP16Sp46",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,22,41,20,19,64,51,47,230,50,70,"KP16SP46",18040,6,116.666666666667,54,30.5,"Southern"
"173",2457,2715,2715,"CF","KP16Sp51",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,24.9,15.8,12,9,28,32,27,52,21,40,"KP16SP51",4721.04,4,37.6666666666667,29,13.9,"Southern"
"174",3019,3019,3019,"CF","KP16Sp52",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,33,21,10,52,48,17,160,140,20,"KP16SP52",11088,6,106.666666666667,39,27,"Southern"
"175",2461,2719,2719,"CF","KP16Sp55",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,26.9,88,10.2,8,26,24,24,15,14,15,"KP16SP55",24145.44,4,14.6666666666667,24.6666666666667,49.1,"Southern"
"176",3048,3048,3048,"JG","KP16Sp56",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,27,49,45,16,33,30,40,43,62,82,"KP16SP56",59535,6,62.3333333333333,34.3333333333333,47,"Southern"
"177",3059,3059,3059,"JG","KP16Sp59",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,18,61,33,20,28,21,24,74,37,16,"KP16SP59",36234,6,42.3333333333333,24.3333333333333,47,"Southern"
"178",3060,3060,3060,"JG","KP16Sp60",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,20,31,30,25,25,25,23,63,47,25,"KP16SP60",18600,6,45,24.3333333333333,30.5,"Southern"
"179",2484,2742,2742,"IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2020-08-19",8,19,2020,30.4,16.4,12.2,22,31,38,33,62,45,68,"KP16SR26",6082.432,4,58.3333333333333,34,14.3,"Southern"
"180",3089,3089,3089,"IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,32,33,28,20,32,33,34,42,36,21,"KP16SR27",29568,6,33,33,30.5,"Southern"
"181",2973,2973,2973,"GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,44,36,31,48,29,46,250,220,210,"KP16SR36",63360,6,226.666666666667,41,40,"Southern"
"182",2974,2974,2974,"GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,83,67,68,35,34,37,41,175,560,180,"KP16SR37",378148,6,305,37.3333333333333,67.5,"Southern"
"183",2945,2945,2945,"LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,29,31,34,12,33,30,37,110,90,120,"KP16SR41",30566,6,106.666666666667,33.3333333333333,32.5,"Southern"
"184",2975,2975,2975,"GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,38,36,30,14,40,32,46,95,170,130,"KP16SR51",41040,6,131.666666666667,39.3333333333333,33,"Southern"
"185",2976,2976,2976,"GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,45,56,51.5,25,42,40,31,100,105,65,"KP16SR52",129780,6,90,37.6666666666667,53.75,"Southern"
"186",2977,2977,2977,"GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,17,40,32,18,36,26,33,120,45,90,"KP16SR53",21760,6,85,31.6666666666667,36,"Southern"
"187",3165,3165,3165,"EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,6,213.333333333333,47.3333333333333,66.5,"Southern"
"188",3164,3164,3164,"EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,6,183.333333333333,41.6666666666667,58.5,"Southern"
"189",3163,3163,3163,"EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,6,93.3333333333333,41.6666666666667,38.5,"Southern"
"190",2855,2188,2188,"JA","KP17Sa2",2017,"Salix arctica","Kluane","2021-08-11",8,11,2021,4.8,13.5,9.5,7,29,37,32,7,5,4,"KP17SA2",615.6,4,5.33333333333333,32.6666666666667,11.5,"Southern"
"191",3033,3033,3033,"JA","KP17Sa4",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,2.5,7,10,8,24,17,17,4,7,11,"KP17SA4",175,5,7.33333333333333,19.3333333333333,8.5,"Southern"
"192",3105,3105,3105,"SAB","KP17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,19,19.5,10,42,33,33,9,17,24,"KP17SA6",2037.75,5,16.6666666666667,36,19.25,"Southern"
"193",3157,3157,3157,"JB","KP17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5,23,20,7,36,42,39,12,8,10,"KP17SA9",2300,5,10,39,21.5,"Southern"
"194",2938,2938,2938,"IMS","KP17Sp1",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,19,18,11,33,27,20,14,35,14,"KP17SP1",5472,5,21,26.6666666666667,18.5,"Southern"
"195",2526,2784,2784,"AB","KP17Sp12",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,32.2,36.4,23,14.91,39.74,46.61,39.25,45,143,152,"KP17SP12",26957.84,3,113.333333333333,41.8666666666667,29.7,"Southern"
"196",2528,2786,2786,"AB","KP17Sp14",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,7.8,17,8.5,13.84,NA,NA,NA,37.16,30.15,41.46,"KP17SP14",1127.1,3,36.2566666666667,NA,12.75,"Southern"
"197",2939,2939,2939,"IMS","KP17Sp2",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,25,16.5,18,22,18,50,46,19,13,"KP17SP2",6600,5,26,30,20.75,"Southern"
"198",2969,2969,2969,"SL","KP17Sp5",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,35.5,61,32,14,34,34,37,170,110,70,"KP17SP5",69296,5,116.666666666667,35,46.5,"Southern"
"199",3132,3132,3132,"AB","KP17Sp9",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,9.5,23,19,18,39,24,31,58,22,45,"KP17SP9",4151.5,5,41.6666666666667,31.3333333333333,21,"Southern"
"200",2952,2952,2952,"LB","KP17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,27,36,42,23,45,46,41,90,50,85,"KP17SR1",40824,5,75,44,39,"Southern"
"201",2953,2953,2953,"LB","KP17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,34.5,25,34,16,20,17,17,40,25,49,"KP17SR2",29325,5,38,18,29.5,"Southern"
"202",2954,2954,2954,"LB","KP17Sr3",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,34.5,40,45,17,31,29,29,45,23,21,"KP17SR3",62100,5,29.6666666666667,29.6666666666667,42.5,"Southern"
"203",2955,2955,2955,"LB","KP17Sr4",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,27,28,36,20,24,23,24,26,32,18,"KP17SR4",27216,5,25.3333333333333,23.6666666666667,32,"Southern"
"204",3175,3175,3175,"EW","KP18Sa10",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,4.5,17,9,7,38,25,46,13,5,4,"KP18SA10",688.5,4,7.33333333333333,36.3333333333333,13,"Southern"
"205",3044,3044,3044,"JA","KP18Sa2",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,13,8.5,8,30,20,22,11,12,10,"KP18SA2",386.75,4,11,24,10.75,"Southern"
"206",3043,3043,3043,"JA","KP18Sa4",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3,9.5,13,9,43,36,30,12,5,9,"KP18SA4",370.5,4,8.66666666666667,36.3333333333333,11.25,"Southern"
"207",2872,2205,2205,"EW","KP18Sa8",2018,"Salix arctica","Kluane","2021-08-11",8,11,2021,7,22.1,10.4,5,21,20,23,16,17,18,"KP18SA8",1608.88,3,17,21.3333333333333,16.25,"Southern"
"208",3173,3173,3173,"EW","KP18Sa9",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,8.5,5,5,25,38,20,4,2,3,"KP18SA9",148.75,4,3,27.6666666666667,6.75,"Southern"
"209",3057,3057,3057,"JG","KP18Sp1",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,27,49,42,17,48,41,21,102,83,50,"KP18SP1",55566,4,78.3333333333333,36.6666666666667,45.5,"Southern"
"210",3056,3056,3056,"JG","KP18Sp2",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,68,66,61,22,41,44,43,375,420,460,"KP18SP2",273768,4,418.333333333333,42.6666666666667,63.5,"Southern"
"211",2876,2209,2209,"JG","KP18Sp3",2018,"Salix pulchra","Kluane","2021-08-11",8,11,2021,23,7,8,11,24,23,19,6,8,5,"KP18SP3",1288,3,6.33333333333333,22,7.5,"Southern"
"212",3054,3054,3054,"JG","KP18Sp4",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,26,45,31,12,50,41,38,130,150,200,"KP18SP4",36270,4,160,43,38,"Southern"
"213",3015,3015,3015,"CF","KPSr5",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,50,103,74,36,45,47,42,106,45,110,"KPSR5",381100,9,87,44.6666666666667,88.5,"Southern"
"214",3029,3029,3029,"JA","PC16CESa2",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,8.5,32,39,9,63,62,44,80,24,50,"PC16CESA2",10608,6,51.3333333333333,56.3333333333333,35.5,"Southern"
"215",3119,3119,3119,"AB","PC16CESp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,32,71,64,20,48,44,51,260,110,340,"PC16CESP7",145408,6,236.666666666667,47.6666666666667,67.5,"Southern"
"216",2578,2836,2836,"SL","PC16CWSp6",2016,"Salix pulchra","Kluane","2020-08-19",8,19,2020,8.3,8.3,9,7,24,22,25,8,14,17,"PC16CWSP6",620.01,4,13,23.6666666666667,8.65,"Southern"
"217",2966,2966,2966,"SL","PC16CWSp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,60,38,34,15,54,51,45,390,245,150,"PC16CWSP7",77520,6,261.666666666667,50,36,"Southern"
"218",2965,2965,2965,"SL","PC16CWSp9",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,12,39,25,15,24,20,23,23,25,43,"PC16CWSP9",11700,6,30.3333333333333,22.3333333333333,32,"Southern"
"219",3035,3035,3035,"JA","PC17Sa1",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,7.5,27,26,12,49,50,35,40,33,26,"PC17SA1",5265,5,33,44.6666666666667,26.5,"Southern"
"220",3036,3036,3036,"JA","PC17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,4,10.5,13.5,6,27,25,28,10,3,6,"PC17SA6",567,5,6.33333333333333,26.6666666666667,12,"Southern"
"221",3037,3037,3037,"JA","PC17Sa7",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,6,25,25,9,40,38,37,25,18,22,"PC17SA7",3750,5,21.6666666666667,38.3333333333333,25,"Southern"
"222",3038,3038,3038,"JA","PC17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,14,10,9,24,36,44,10,7,12,"PC17SA9",490,5,9.66666666666667,34.6666666666667,12,"Southern"
"223",2967,2967,2967,"SL","PC17Sp1",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,25,42,56,8,42,40,39,340,400,200,"PC17SP1",58800,5,313.333333333333,40.3333333333333,49,"Southern"
"224",3052,3052,3052,"JG","PC17Sp10",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,6.5,19.5,14,18,32,21,31,17,12,13,"PC17SP10",1774.5,5,14,28,16.75,"Southern"
"225",2613,2871,2871,"SL","PC17Sp3",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,12.4,29.4,18.2,12,26,30,30,60,82,61,"PC17SP3",6634.992,3,67.6666666666667,28.6666666666667,23.8,"Southern"
"226",2614,2872,2872,"SL","PC17Sp4",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,34.7,57.1,58.8,15,50,46,52,111,232,169,"PC17SP4",116504.556,3,170.666666666667,49.3333333333333,57.95,"Southern"
"227",2615,2873,2873,"CF","PC17Sp5",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,9.3,26.9,25.1,12,23,24,26,85,56,32,"PC17SP5",6279.267,3,57.6666666666667,24.3333333333333,26,"Southern"
"228",2894,2227,2227,"CF","PC17Sp6",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,5,14.5,15,11,16,18,17,9,5,6,"PC17SP6",1087.5,4,6.66666666666667,17,14.75,"Southern"
"229",2895,2228,2228,"JG","PC17Sp7",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,14,10,39,5,38,27,25,37,51,38,"PC17SP7",5460,4,42,30,24.5,"Southern"
"230",3050,3050,3050,"JG","PC17Sp8",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,15.5,51,41,13,29,37,35,320,100,110,"PC17SP8",32410.5,5,176.666666666667,33.6666666666667,46,"Southern"
"231",3051,3051,3051,"JG","PC17Sp9",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,15,21,19.5,12,31,26,29,17,30,37,"PC17SP9",6142.5,5,28,28.6666666666667,20.25,"Southern"
"232",2960,2960,2960,"LB","PC17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,30.5,40,12,28,50,33,330,110,180,"PC17SR1",48800,5,206.666666666667,37,35.25,"Southern"
"233",3001,3001,3001,"SW","PC17Sr10",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,36,39,17,18,40,37,36,85,52,27,"PC17SR10",23868,5,54.6666666666667,37.6666666666667,28,"Southern"
"234",2900,2233,2233,"IR","PC17Sr12",2017,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,10.2,9.9,5.5,9,29,31,28,25,23,NA,"PC17SR12",555.39,4,NA,29.3333333333333,7.7,"Southern"
"235",3093,3093,3093,"IR","PC17Sr13",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,5,14.6666666666667,25.3333333333333,17.5,"Southern"
"236",2961,2961,2961,"LB","PC17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,35,24,22,15,39,31,38,60,35,30,"PC17SR2",18480,5,41.6666666666667,36,23,"Southern"
"237",2986,2986,2986,"GD","PC17Sr4",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,74,63,45,15,46,44,41,410,250,145,"PC17SR4",209790,5,268.333333333333,43.6666666666667,54,"Southern"
"238",2985,2985,2985,"GD","PC17Sr5",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,121,62,72,40,52,38,50,395,465,310,"PC17SR5",540144,5,390,46.6666666666667,67,"Southern"
