"","PhenocamID","Year","plant_first_vis","Snow_melt","All_snow_free","Snow_return_EoS","Half_snow_cover_EoS","Full_snow_cover_EoS","First_leaf_bud_burst","Half_leaves_green","All_leaves_green","First_leaf_yellow","Half_leaves_yellow","All_leaves_yellow","Species","Salix_bud_burst","Salix_first_yellow","Salix_last_yellow","Snow_melt_DOY","All_snow_free_DOY","Snow_return_EoS_DOY","First_leaf_bud_burst_DOY","Half_leaves_green_DOY","All_leaves_green_DOY","First_leaf_yellow_DOY","Half_leaves_yellow_DOY","All_leaves_yellow_DOY","Salix_first_bud_burst_DOY","Salix_first_yellow_DOY","Half_snow_cover_EoS_DOY","Full_snow_cover_EoS_DOY","Salix_last_yellow_DOY","growing_season","population","...1","...2","Plot","Viewshed","NOTES","First_greening","Greening_notes","Salixbud_burst_DOY","First_greening_DOY","ShrubID_Standard","Plants_first_visible_through_snow","Last_leaves_yellow","Plants_first_visible_through_snow_DOY","Last_leaves_yellow_DOY"
"67","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA2",NA,NA,NA,NA
"68","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA8",NA,NA,NA,NA
"69","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA3",NA,NA,NA,NA
"70","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA6",NA,NA,NA,NA
"71","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA10",NA,NA,NA,NA
"72","CG1-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA9",NA,NA,NA,NA
"73","CG2-2021",2021,NA,NA,NA,2021-10-03,NA,2021-10-03,NA,NA,NA,2021-06-29,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,276,NA,NA,NA,180,NA,NA,NA,NA,NA,276,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR9",NA,2021-07-27,NA,208
"74","CG2-2021",2022,NA,2022-04-24,2022-04-24,NA,NA,NA,2022-05-06,NA,NA,2022-06-19,NA,NA,"Salix richardsonii",NA,NA,NA,114,114,NA,126,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,44,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR9",2022-04-23,2022-08-12,113,224
"75","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-18,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,199,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA14",NA,NA,NA,NA
"76","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-11,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,192,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA20",NA,2021-08-15,NA,227
"77","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-31,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,212,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA8",NA,2021-08-30,NA,242
"78","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-05,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,186,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA7",NA,2021-07-28,NA,209
"79","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-06-27,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,178,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA7",NA,2021-08-11,NA,223
"80","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA2",NA,NA,NA,NA
"81","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA17",NA,NA,NA,NA
"82","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA9",NA,NA,NA,NA
"83","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-30,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,211,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA6",NA,NA,NA,NA
"84","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-07,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,188,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA12",NA,2021-08-05,NA,217
"85","CG3-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA12",NA,NA,NA,NA
"86","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-09,NA,NA,2022-07-15,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,129,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,67,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA14",2022-04-07,NA,97,NA
"87","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-12,NA,NA,2022-07-01,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,132,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,50,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA20",2022-04-07,2022-08-10,97,222
"88","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-18,NA,NA,2023-08-01,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,138,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA8",2022-04-07,NA,97,NA
"89","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-09,NA,NA,2022-07-21,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,129,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,73,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA7",2022-04-07,NA,97,NA
"90","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-13,NA,NA,2022-07-16,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,133,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,64,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA7",2022-04-07,NA,97,NA
"91","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-19,NA,NA,2022-08-14,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,139,NA,NA,226,NA,NA,NA,NA,NA,NA,NA,87,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA2",2022-04-07,NA,97,NA
"92","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA17",2022-04-07,NA,97,NA
"93","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-20,NA,NA,2022-08-06,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,140,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,78,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA9",2022-04-07,NA,97,NA
"94","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-18,NA,NA,2022-07-30,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,138,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,73,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA6",2022-04-07,NA,97,NA
"95","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-09,NA,NA,2022-06-21,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,129,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,43,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA12",2022-04-07,2022-08-11,97,223
"96","CG3-2021",2022,NA,2022-04-24,2022-04-25,NA,NA,NA,2022-05-19,NA,NA,2022-07-29,NA,NA,"Salix arctica",NA,NA,NA,114,115,NA,139,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,71,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA12",2022-04-07,2022-08-14,97,226
"97","CG4-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-01,NA,NA,"Salix pulchra",NA,NA,NA,NA,NA,270,NA,NA,NA,182,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP15",NA,2021-07-15,NA,196
"98","CG4-2021",2022,NA,2022-04-22,2022-04-25,NA,NA,NA,2022-05-09,NA,NA,2022-06-24,NA,NA,"Salix pulchra",NA,NA,NA,112,115,NA,129,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,46,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP15",2022-04-19,2022-06-29,109,180
"99","CG5-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-16,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,228,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR57",NA,2021-09-13,NA,256
"100","CG5-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-16,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,228,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SR16",NA,2021-09-12,NA,255
"101","CG5-2021",2022,NA,2022-04-23,2022-04-25,NA,NA,NA,2022-05-19,NA,NA,2022-08-09,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,NA,139,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,82,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR57",2022-04-08,NA,98,NA
"102","CG5-2021",2022,NA,2022-04-23,2022-04-25,NA,NA,NA,2022-05-20,NA,NA,2022-08-03,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,NA,140,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SR16",2022-04-08,NA,98,NA
"103","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,2021-05-18,NA,NA,2021-07-20,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,138,NA,NA,201,NA,NA,NA,NA,NA,285,NA,63,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE9",NA,2021-09-02,NA,245
"104","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,2021-05-11,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,131,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7",NA,2021-09-03,NA,246
"105","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,2021-05-09,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,129,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE6",NA,2021-09-01,NA,244
"106","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR7",NA,NA,NA,NA
"107","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR20",NA,NA,NA,NA
"108","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,2021-05-19,NA,NA,2021-07-12,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,139,NA,NA,193,NA,NA,NA,NA,NA,285,NA,54,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR19",NA,2021-07-23,NA,204
"109","KLUANECAM2",2021,NA,2021-04-23,2021-04-25,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-05,NA,NA,"Salix richardsonii",NA,NA,NA,113,115,270,NA,NA,NA,186,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR8",NA,2021-07-16,NA,197
"110","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-17,NA,NA,2022-08-13,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,137,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,88,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE9",2022-03-24,NA,83,NA
"111","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-18,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7",2022-03-24,NA,83,NA
"112","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-11,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE6",2022-03-24,NA,83,NA
"113","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-19,NA,NA,2022-07-24,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,139,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,66,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR7",2022-03-24,2022-08-09,83,221
"114","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-19,NA,NA,2022-07-06,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,139,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,48,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR20",2022-03-24,2022-07-20,83,201
"115","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-22,NA,NA,2022-07-18,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,142,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,57,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR19",2022-03-24,2022-08-12,83,224
"116","KLUANECAM2",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,2022-05-20,NA,NA,2022-07-16,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,140,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,57,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR8",2022-03-24,2022-07-30,83,211
"117","KLUANECAM10",2021,NA,2021-04-23,2021-04-24,2021-09-27,NA,2021-10-12,2021-05-08,NA,NA,2021-06-24,NA,NA,"Salix pulchra",NA,NA,NA,113,114,270,128,NA,NA,175,NA,NA,NA,NA,NA,285,NA,47,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP12",NA,2021-07-16,NA,197
"118","KLUANECAM10",2021,NA,2021-04-23,2021-04-23,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE12",NA,NA,NA,NA
"119","KLUANECAM10",2021,NA,2021-04-24,2021-04-25,2021-09-27,NA,2021-10-12,2021-05-20,NA,NA,2021-08-12,NA,NA,"Salix pulchra",NA,NA,NA,114,115,270,140,NA,NA,224,NA,NA,NA,NA,NA,285,NA,84,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11",NA,2021-09-10,NA,253
"120","KLUANECAM10",2021,NA,2021-04-25,2021-04-26,2021-09-27,NA,2021-10-12,2021-05-19,NA,NA,2021-08-10,NA,NA,"Salix pulchra",NA,NA,NA,115,116,270,139,NA,NA,222,NA,NA,NA,NA,NA,285,NA,83,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE14",NA,2021-08-29,NA,241
"121","KLUANECAM10",2021,NA,2021-04-26,2021-04-27,2021-09-27,NA,2021-10-12,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,116,117,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP11",NA,2021-07-18,NA,199
"122","KLUANECAM10",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,2022-05-18,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP11",2022-04-06,2022-08-04,96,216
"123","KLUANECAM10",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,2022-05-27,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE12",2022-04-06,NA,96,NA
"124","KLUANECAM10",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,2022-05-25,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11",2022-04-06,NA,96,NA
"125","KLUANECAM10",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,2022-05-23,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE14",2022-04-06,NA,96,NA
"126","KLUANECAM10",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,2022-05-20,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP11",2022-04-06,2022-08-05,96,217
"127","KLUANECAM11",2022,NA,2022-04-23,2022-04-23,NA,NA,NA,NA,NA,NA,2022-08-03,NA,NA,"Salix pulchra",NA,NA,NA,113,113,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP17",2022-04-06,2022-08-08,96,220
"128","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-10,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,191,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR37",NA,2021-09-15,NA,258
"129","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-22,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,234,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR4",NA,2021-09-16,NA,259
"130","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-30,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,242,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR5
",NA,2021-09-21,NA,264
"131","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-14,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,195,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR52",NA,2021-09-06,NA,249
"132","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-22,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,234,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR53
",NA,2021-08-31,NA,243
"133","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-30,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,242,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR6
",NA,2021-08-10,NA,222
"134","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-07-01,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,182,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR15
",NA,2021-07-30,NA,211
"135","CG6-2021",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-06-28,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,179,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR10",NA,2021-07-22,NA,203
"136","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR37",NA,NA,NA,NA
"137","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR4",NA,NA,NA,NA
"138","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR5
",NA,NA,NA,NA
"139","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR52",NA,NA,NA,NA
"140","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR53
",NA,NA,NA,NA
"141","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR6
",NA,NA,NA,NA
"142","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR15
",NA,NA,NA,NA
